id,ua_browser,ua_mobile,client,ordertotal,totalitems,partialip,productid,productname
,Chrome,FALSE,targetcom,131.94,10,71.103.244,16250918,Room Essentials&amp;trade; Fur Body Pillow Cover
,Chrome,FALSE,targetcom,29.38,3,75.83.84,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,14.39,1,50.156.110,50677729,Adams  Quick Fold Side Table
,Chrome,FALSE,targetcom,48.45,5,166.181.82,51184884,Torchiere Floor Lamp with Task Light - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,145.19,5,73.32.129,11908956,"Similac&amp;#174; Advance Ready-to-Feed Liquid Infant Formula, Stage 1, 8 - 2 Fl oz bottles"
,Chrome,FALSE,targetcom,28.73,3,208.74.107,729399,Power Glide Shower Curtain Hooks
,Firefox,FALSE,targetcom,21.69,1,76.25.17,14872935,Simply Shabby Chic&amp;#174; Sheet Set
,Chrome,FALSE,targetcom,71.98,2,68.111.169,17139812,ORE International Square Folding Laundry Basket (19.75&quot;)
,Chrome,FALSE,targetcom,160.08,6,99.146.244,50253251,6-Cube Organizer Shelf 13&amp;quot; - Threshold&amp;trade;
,Other,FALSE,targetcom,405.96,4,74.78.14,14509604,Fitbit Flex Wireless Activity and Sleep Tracker Wristband - Slate (FB401SLT)
,IE,FALSE,targetcom,253.53,4,184.7.187,10104303,Tadpoles Basics Solid Green 2-pc. Set - 63&amp;quot; Curtain Panels
,Safari,FALSE,targetcom,33.98,1,174.61.252,14484169,Westfield Chenille Toss Pillow &amp;ndash; Threshold&amp;trade;
,Chrome,FALSE,targetcom,19.99,1,100.3.230,17355307,12-pc. Stemless Wine Glass Set - Threshold&amp;trade;
,Safari,FALSE,targetcom,269.92,6,68.33.90,15023389,Threshold&amp;trade; Desktop Globe w/ Gold Base
,Firefox,FALSE,targetcom,46.58,2,73.217.98,14055748,Pyrex 18 piece Storage Set
,Firefox,FALSE,targetcom,298.79,3,189.170.240,14451023,Outdoor Tufted Wicker Settee Cushion - Blue/Green/Yellow Geometric
,Chrome,FALSE,targetcom,23.74,1,216.9.30,16710092,Squatty Potty 7&amp;quot; Eco White
,Chrome,FALSE,targetcom,132.96,5,73.165.5,16574179,Diapers Giant Pack (Select Size) - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,139.99,1,108.207.209,12871800,"Frigidaire FRA052XT7 5,000 BTU 115V Window-Mounted Mini-Compact Air Conditioner with Mechanical Controls"
,Chrome,FALSE,targetcom,28.97,4,69.115.223,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,79.62,6,73.206.150,13514444,Angel Soft&amp;#174; Toilet Paper 12 Double Rolls
,Other,FALSE,targetcom,110.58,13,199.241.148,13965984,Herbal Essences Body Envy Volumizing - Hairspray 8floz
,Firefox,FALSE,targetcom,15,1,45.56.148,14964578,$15 iTunes Code (email delivery)
,Safari,FALSE,targetcom,20.96,4,71.187.40,14448391,Ladybug Girl and Her Mama (Board)
,Other,FALSE,targetcom,45.99,1,74.194.200,50714318,"Windsoft Facial Tissue in Pop-Up Box, 100/Box-30 Boxes/Carton"
,Other,FALSE,targetcom,30.98,3,108.237.173,16335844,Mineral Fusion Creamy Brightening Cleanser - 7oz
,Chrome,FALSE,targetcom,100,2,71.183.51,15014121,$50 iTunes Code (email delivery)
,Chrome,FALSE,targetcom,77.79,11,50.111.209,37216873,Charmin Ultra Soft 18 Mega Roll
,Safari,FALSE,targetcom,129.99,1,173.48.60,49167239,LG 24&amp;quot; Flat Panel TV 720p 60Hz
,Chrome,FALSE,targetcom,99.99,1,50.82.164,14256159,Sealy Premier Posture Dual Sided Crib Mattress - 204 Coil
,Other,FALSE,targetcom,259.99,1,24.220.144,51293754,Shark Rotator Professional Lift-Away
,Other,FALSE,targetcom,211.61,6,107.146.164,14368563,Threshold&amp;trade; Uptown Stripe Light Blocking Curtain Panel
,IE,FALSE,targetcom,147.95,5,68.156.159,50890849,Pampers Baby Dry Diapers Super Pack
,Firefox,FALSE,targetcom,298.79,3,189.170.240,14536144,Outdoor 2-Piece Lumbar Toss Pillow Set - Forsyth Solid
,Firefox,FALSE,targetcom,69.99,1,73.253.9,50253268,9-Cube Organizer Shelf 13&amp;quot; - Threshold&amp;trade;
,Chrome,FALSE,targetcom,36.98,2,162.232.100,14920157,Bounty Select-A-Size White Paper Towels 12 Mega Rolls
,Chrome,FALSE,targetcom,34.99,2,99.59.104,16369674,Boots No7 Protect &amp; Perfect Intense Advanced Anti Aging Serum Bottle - 1 Fl Oz
,Chrome,FALSE,targetcom,26.47,3,50.167.35,14323590,CoverGirl Outlast Stay Fabulous 3-in-1 Foundation
,Firefox,FALSE,targetcom,30.77,2,71.168.178,14714006,Promotional Gift Card $5
,Firefox,FALSE,targetcom,30.77,2,71.168.178,13249371,essie&amp;#174; Nail Polish - Fiji
,Chrome,FALSE,targetcom,20.96,2,65.204.211,15062592,Always Infinity Regular Pads
,Chrome,FALSE,targetcom,26.98,2,76.115.199,17087994,Yoshi amiibo - Super Mario Series
,Firefox,FALSE,targetcom,334.65,5,71.90.87,11926611,Safety 1st Swing Shut Toilet Lock
,Chrome Mobile,TRUE,targetcom,51.96,2,181.71.114,17286037,Regular Outfit Shorts With Cardigan - Our Generation&amp;trade;
,Firefox,FALSE,targetcom,158.35,10,68.47.23,14353108,Easy Care Sheet Set - Room Essentials&amp;trade;
,Other,FALSE,targetcom,55.99,1,73.157.169,47536617,Accent Table X-Espresso
,Safari,FALSE,targetcom,189.99,1,148.75.137,15410973,Beats Studio 2.0 Over-the-Ear Headphones
,Other,FALSE,targetcom,41.99,3,104.53.180,10769877,Weleda Skin Food &amp;#45; 2&amp;#46;5 oz&amp;#46;
,Chrome,FALSE,targetcom,78.52,5,181.134.11,14864553,Threshold&amp;trade; Textured Floral Bath Towels
,Chrome,FALSE,targetcom,40,2,201.192.17,21413797,Nintendo eShop $20 (email delivery)
,Firefox,FALSE,targetcom,39.99,1,69.123.64,10944873,U.S. Traveler Rio 2pc Expandable Carry On Luggage Set - Green
,Safari,FALSE,targetcom,245.38,12,162.199.221,50656163,Palmolive Ultra Fusion Clean Baking Soda &amp; Lime Dish Soap - 22 oz
,Safari,FALSE,targetcom,241.89,8,186.204.22,49160295,Disney Tsum Tsum 3 Pack (Series May Vary)
,Firefox,FALSE,targetcom,154.98,2,23.28.62,13892293,Adjustable 5-Tier Wire Shelving Unit - Black - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,55.75,4,108.41.124,11133569,Neutrogena&amp;#174; Pure &amp; Free&amp;#174; Baby Sunscreen Stick Broad Spectrum SPF 60 - 0.47 Oz
,Firefox,FALSE,targetcom,46.58,2,73.217.98,16251832,Small Wood Milk Crate with Chalkboard - Threshold&amp;trade;
,Other,FALSE,targetcom,42.71,4,75.32.11,15723665,Premium Plastic Forks 48 ct - up &amp; up&amp;trade;
,IE,FALSE,targetcom,69.99,1,71.13.114,14256158,Sealy Cozy Dreams Extra Firm Crib Mattress - 150 Coil
,Safari,FALSE,targetcom,4.99,1,192.110.195,15085490,Method Lemon Mint Dish Soap Refill 36 oz
,Other,FALSE,targetcom,22.12,3,73.194.217,14708489,Lysol Power Toilet Bowl Cleaner Value Pack - 2 Count
,Chrome,FALSE,targetcom,86.45,2,73.208.144,14044957,Threshold&amp;trade; 12 Piece Shower Curtain Hooks
,Other,FALSE,targetcom,159.99,1,100.15.26,14629929,Chevron Sofa Bed Gray/White - Dorel
,Chrome,FALSE,targetcom,98.76,4,99.30.9,13567789,OXO Angled Measuring Cup 2-c.
,Safari,FALSE,targetcom,118.85,2,24.118.68,14243411,Graco Affix Backless Booster with Latch System - Aschcroft
,Chrome,FALSE,targetcom,34.04,2,42.112.159,14567767,OGX Extra Strength Moroccan Argan Oil Penetrating Hair Oil 3.3oz.
,Chrome,FALSE,targetcom,405,8,50.107.95,21531616,Blazing Team Battlespin Dark Dragon Yo-Yo
,Chrome,FALSE,targetcom,36.54,6,100.37.203,13738863,Energizer Max AA Batteries 24 Count (E91BP-24)
,Chrome,FALSE,targetcom,24.98,2,72.83.192,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,57.06,3,98.21.196,13566592,Nicotine 4 mg Stop Smoking Aid Sugar Free Cherry Lozenge - 72 Count - up &amp; up&amp;trade;
,Other,FALSE,targetcom,179.99,1,66.41.166,16314088,Heatherstone Wicker Patio Storage Trunk Coffee Table - Threshold&amp;trade;
,Chrome,FALSE,targetcom,202.43,5,199.68.38,14319428,Sure Fit Cotton Duck Loveseat Slipcover
,Chrome,FALSE,targetcom,153.46,4,64.121.147,15261648,Huggies&amp;#174; Overnites Diapers Super Pack (Select Size)
,Chrome,FALSE,targetcom,30.57,3,97.75.244,50351861,Leslie Sansone: Just Walk - 5 Boosted Miles!
,Chrome,FALSE,targetcom,34.99,1,24.98.188,12833835,"Crock-Pot&amp;#174; 7-Quart Manual Slow Cooker, Silver, SCV700-SS"
,Chrome,FALSE,targetcom,157.98,8,24.22.156,16407553,Delta Baby Clothing Hangers
,Chrome,FALSE,targetcom,26.35,3,68.174.244,11695235,"Degree Dry Protection Sheer Powder Invisible Solid Deodorant 2.6 oz, Twin Pack"
,Chrome Mobile iOS,TRUE,targetcom,34.95,2,99.126.95,50134061,Texes Core Subjects 4-8 211 (Paperback)
,Chrome,FALSE,targetcom,144.25,4,65.8.124,17179036,Metallic Dot Bed in a Bag with Sheet Set - Xhilaration&amp;trade;
,Chrome,FALSE,targetcom,48.58,2,208.38.236,15172121,Purina Beyond Simply 9 White Meat Chicken &amp; Whole Barley Recipe Dog Food 24 lb Bag
,Chrome,FALSE,targetcom,51.96,4,67.223.198,14770251,Purina Cat Chow Complete 16 lb. Bag
,Chrome,FALSE,targetcom,158.24,11,73.22.248,15804822,Lysol Power and Free Multi-Purpose Citrus Sparkle Cleaner - 32 oz
,Chrome,FALSE,targetcom,151.47,13,71.75.115,14980206,Skip Hop Grab and Go Wet-Dry Bag - Onyx Tile
,Firefox,FALSE,targetcom,148.5,9,72.168.128,21497978,Mohawk Medallions Kitchen Rug - Teal (18&amp;quot;x30&amp;quot;)
,Chrome,FALSE,targetcom,75,5,108.60.226,14964578,$15 iTunes Code (email delivery)
,Safari,FALSE,targetcom,103.95,2,98.180.226,14876274,Enfamil Infant Ready to Feed Liquid Baby Formula - 8 floz (15 Count)
,Firefox,FALSE,targetcom,173.92,2,24.8.116,16599148,Fitbit Charge HR Heart Rate and Activity Tracker &amp; Sleep Wristband Large - Black (FB405BKLT)
,Firefox,FALSE,targetcom,65.97,2,68.13.121,50969169,Twill Light Blocking Curtain Panel - Pillowfort&amp;trade;
,Chrome,FALSE,targetcom,99.99,1,24.126.150,50585477,Luxury Down Alternative Mattress Topper - Fieldcrest&amp;trade;
,Chrome,FALSE,targetcom,49.99,1,107.15.68,14929688,"Skip Hop Activity Gym, Woodland Friends"
,Firefox,FALSE,targetcom,29.99,1,108.2.162,50562128,Pom Pom Wow Decoration Station
,Firefox,FALSE,targetcom,20,2,45.37.111,17213812,Puppy with Bullseye GiftCard
,Other,FALSE,targetcom,143.46,4,24.137.254,49168989,Parker Whale Throw Pillow (18&amp;quot;x12&amp;quot;) Blue - Sabrina Soto&amp;trade;
,Chrome,FALSE,targetcom,39.88,5,96.241.80,16313620,
,Chrome,FALSE,targetcom,152.46,3,68.62.19,15420390,Melissa &amp; Doug&amp;#174; Magnetic Chalk Board
,Chrome,FALSE,targetcom,17.99,1,76.106.44,16967255,New York Yankees Girls T-Shirt
,Chrome,FALSE,targetcom,365.47,2,99.189.29,12307423,3 Drawer Dresser Coffee - Tvilum
,Chrome,FALSE,targetcom,48.45,5,98.216.13,24005940,Redken 8.5 floz Hair Conditioning Treatments
,Safari,FALSE,targetcom,56.99,1,73.71.2,16389295,Writing Desk Gray - Altra
,Chrome,FALSE,targetcom,47.97,3,173.187.7,17286424,Circo&amp;trade; Baby Fitted Sheet Gray Foggy Day/True White
,Chrome,FALSE,targetcom,251.98,1,98.235.12,14546111,Bali Essentials&amp;#174; Blackout Cellular Cordless Window Shade
,Safari,FALSE,targetcom,91.12,3,98.118.4,13660400,Solid Towels - Fieldcrest&amp;trade;
,Chrome,FALSE,targetcom,73.91,5,45.56.93,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,55.99,1,173.18.195,16597437,American Tourister Fieldbrook II 4pc Luggage Set - Purple/Grey
,Chrome,FALSE,targetcom,48.47,8,75.72.82,46764057,Head &amp; Shoulders&amp;#174; Dry Scalp Care Dandruff Shampoo with Almond Oil
,Chrome,FALSE,targetcom,120.13,2,100.42.168,50253247,Fashion Cube Storage Bin 13&amp;quot; - Threshold
,Safari,FALSE,targetcom,729.96,3,66.216.243,50070135,Sorrento Leather Club Chair Grey - Christopher Knight Home
,Chrome,FALSE,targetcom,61.77,3,66.168.106,16977093,Cast Iron Dutch Oven - 3 qt - Threshold&amp;trade;
,Chrome,FALSE,targetcom,112.49,1,73.149.223,50474320,Storage Settee Bench - Threshold&amp;trade;
,Mobile Safari,TRUE,targetcom,19.99,1,73.166.2,14896744,Beaded Cake Stand White - Threshold&amp;trade;
,Chrome,FALSE,targetcom,39.99,1,104.1.194,21541606,Destiny: The Taken King - Legendary Edition (PlayStation 4)
,Chrome,FALSE,targetcom,16.28,1,73.35.82,16472184,The 20/20 Diet (Hardcover)
,Mobile Safari,TRUE,targetcom,28.49,1,174.108.56,10338255,L.A. Baby 3&amp;quot; Mini/Portable Crib Mattress
,Other,FALSE,targetcom,37.36,4,209.169.66,50325087,License Minions Beach Towel
,Chrome,FALSE,targetcom,499.99,1,50.158.72,16590781,Banzai Sidewinder Falls Water Park
,Other,FALSE,targetcom,153.96,4,74.192.128,14217233,Performance 400 Thread Count Sheet Set - Solid - Threshold&amp;trade;
,Chrome,FALSE,targetcom,870.09,18,50.143.184,49139692,George Foreman Evolve - Griddle Plate
,Chrome,FALSE,targetcom,157.66,8,68.106.4,16978110,Gain Fireworks Tropical Sunrise In-Wash Scent Booster 19.5 oz
,Safari,FALSE,targetcom,93.6,5,76.16.138,50295196,Aladdin 20oz Mason Jar Tumbler -  Peach
,Chrome,FALSE,targetcom,125.46,4,97.88.27,14896627,Sherbrook Classic Glass Drinkware Set of 12 - Clear (13 oz - 16 oz) - Threshold&amp;trade;
,Chrome,FALSE,targetcom,84.84,6,73.4.245,50366088,1.5&amp;quot; Mattress Topper Comfy Foam - Room Essentials&amp;trade;
,Safari,FALSE,targetcom,32.64,2,96.242.245,47746956,CRACKER JAR  ANCHOR MED GLASS W/LID
,Other,FALSE,targetcom,47.99,1,24.190.43,12932168,Round Folding Steel Fire Bowl- 26&amp;quot;- Threshold&amp;trade;
,Chrome,FALSE,targetcom,250,5,72.66.102,15014121,$50 iTunes Code (email delivery)
,Safari,FALSE,targetcom,89.99,1,70.160.34,15543288,Open Format 3 Shelf Bookcase - Threshold&amp;trade;
,Chrome,FALSE,targetcom,127.96,4,173.79.185,16574179,Diapers Giant Pack (Select Size) - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,79.96,4,67.6.132,50075588,Lion Head Wall D&amp;#233;cor - Pillowfort&amp;trade;
,Safari,FALSE,targetcom,159.28,6,217.164.17,14864553,Threshold&amp;trade; Textured Floral Bath Towels
,IE,FALSE,targetcom,31.36,4,209.6.224,15591070,"BIC Flex 3 Triple Blade Disposable Razor for Men, 8-Count"
,Chrome,FALSE,targetcom,34.57,3,74.108.98,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,159.99,1,74.138.31,18831995,Flat Panel TV Stand Espresso 56&amp;quot; - Whalen
,Chrome,FALSE,targetcom,127.96,3,65.26.204,14631802,Luvs Baby Diapers Value Pack (Select Size)
,Chrome,FALSE,targetcom,27.99,1,174.3.123,50746470,Popcorn Throw
,Chrome,FALSE,targetcom,19.99,1,67.60.7,10396416,Wood and Metal Cheese Tray with Slicer
,Chrome,FALSE,targetcom,100,2,191.102.216,14979080,PlayStation $50USD Cash Code (email delivery)
,Chrome,FALSE,targetcom,47.45,4,107.200.92,50498587,Sistema Shaker To Go 23.6oz
,Chrome,FALSE,targetcom,91.23,1,104.160.61,51325300,Infinity Zero Gravity Chair
,Chrome,FALSE,targetcom,41.99,2,99.56.216,18825404,Target 2-Year Floorcare Protection Plan with Accidental Damage Coverage
,Firefox,FALSE,targetcom,90.99,1,98.218.60,50380499,Staten Leaning Bookcase
,IE,FALSE,targetcom,13.99,1,108.24.153,51085815,"Honest Company Diapers Club Pack, Multi Colored Giraffes (Select Size)"
,Safari,FALSE,targetcom,41.46,3,108.84.162,47914903,up&amp;up Antimicrobial Mesh Sponge
,Other,FALSE,targetcom,129.97,3,104.129.192,14714009,Promotional Gift Card $25
,Chrome,FALSE,targetcom,30.78,4,71.79.253,17458175,Andre Walker TKO Ultimate Moisture Conditioner - 8.5oz
,Chrome,FALSE,targetcom,152.46,3,68.62.19,50727485,Munchkin Easy Close Gate
,Chrome,FALSE,targetcom,35.99,1,50.128.211,50699315,Disco Medallion Quilt - Xhilaration&amp;trade;
,Firefox,FALSE,targetcom,30.77,2,71.168.178,13249621,essie&amp;#174; Nail Polish - Berry Naughty
,Firefox,FALSE,targetcom,105.96,4,184.8.200,17215302,RV Camper Doll Accessories - Our Generation&amp;trade;
,Chrome,FALSE,targetcom,48.45,5,98.216.13,13969749,Aussie Moist Shampoo with Pump - 29.2 Fl Oz
,Chrome,FALSE,targetcom,25.53,8,75.90.37,15007507,Maybelline&amp;#174; Baby Skin&amp;trade; Instant Pore Eraser
,Chrome,FALSE,targetcom,173.21,7,24.207.136,11641278,Baby Wipes Travel Pack Unscented 20 ct - up &amp; up&amp;trade;
,Other,FALSE,targetcom,118,10,100.38.136,11260047,Pampers Sensitive Baby Wipes Refill Pack - 448 Count
,Chrome,FALSE,targetcom,132.91,2,50.188.66,14714009,Promotional Gift Card $25
,Chrome,FALSE,targetcom,39.98,1,63.157.163,13976530,Threshold&amp;trade; Linen Grommet Sheer Curtain Panel
,Safari,FALSE,targetcom,722.95,4,68.101.100,15812174,Jenny Lind 2 Shelf Bookcase - Home Meridian
,Chrome,FALSE,targetcom,28.99,1,97.91.220,16574179,Diapers Giant Pack (Select Size) - up &amp; up&amp;trade;
,Firefox,FALSE,targetcom,158.35,10,68.47.23,14066252,Room Essentials&amp;trade; 2 Pack Pillow Protector - White (Standard)
,Chrome,FALSE,targetcom,25.97,2,65.28.74,50907446,Risen (Blu-ray + Digital)
,Safari,FALSE,targetcom,25.87,3,108.18.101,16669565,Dial Spring Water Body Wash - 32 oz
,Safari,FALSE,targetcom,17.99,1,104.49.206,13359363,Solid Comforter - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,44.98,2,70.15.16,16686674,Threshold&amp;trade; Natural Wood Shelf with Brackets - 12&amp;quot;
,Safari,FALSE,targetcom,134.96,3,66.219.236,14901126,"Similac&amp;#174; Advance Infant Formula Powder Stage 1, 1.93lb"
,IE,FALSE,targetcom,109.96,4,12.40.175,51088825,Huggies&amp;#174; Pull-Ups Girls Learning Designs Training Pants Giga Pack (Select Size)
,Other,FALSE,targetcom,97.94,3,96.240.89,13712191,Room Essentials&amp;trade; Jersey Sheet Set - Solid
,Other,FALSE,targetcom,41.48,3,68.32.31,50326862,TruKid Sunny Days Sport SPF30 Sunscreen 3.5 oz
,Chrome,FALSE,targetcom,500,2,71.115.31,47984832,Disney Gift Card - $100
,Chrome,FALSE,targetcom,89.99,2,68.41.81,14714006,Promotional Gift Card $5
,Mobile Safari,TRUE,targetcom,34.98,2,98.239.216,17242392,Threshold&amp;trade;&amp;trade; Warm Floral Printed Kitchen Rug
,Chrome,FALSE,targetcom,17.99,1,104.60.191,13600340,Boon Lawn Drying Rack (Large)- Green
,Chrome,FALSE,targetcom,38.49,1,67.246.19,14335968,Sure Fit Corded Canvas Slipcovers
,Firefox,FALSE,targetcom,131.46,4,71.187.171,11292796,Enfagrow Toddler Transistions Powder Formula - 20oz
,Other,FALSE,targetcom,124.93,4,198.178.12,51207569,Luminary Border Jacquard Bath Towel Gray (27&amp;quot;x50&amp;quot;) - Waverly
,Chrome,FALSE,targetcom,405,8,50.107.95,17121831,West Bend Clear Popcorn Maker Machine
,Chrome,FALSE,targetcom,102.99,1,73.199.122,16506873,Greenworks Electric 8 Amp 10&amp;quot; Electric Tiller
,Chrome,FALSE,targetcom,583.96,1,100.13.96,50571251,Camden English Arm Chair - Threshold&amp;trade;
,Chrome,FALSE,targetcom,31.49,1,206.176.216,17342096,Minnie Mouse Toddler 4 Piece Bed Set Multicolor
,Safari,FALSE,targetcom,147.14,6,71.29.212,15130055,Wicker Large Milk Crate - Dark Global Brown - Threshold&amp;trade;
,Chrome,FALSE,targetcom,83.24,3,70.193.38,14905120,Large Corner Shelf
,Safari,FALSE,targetcom,975,3,75.145.165,17213812,Puppy with Bullseye GiftCard
,Other,FALSE,targetcom,38.99,1,198.111.166,10794343,ATHome&amp;#174; Large Wheeled Shopping Utility Cart - Red
,Chrome,FALSE,targetcom,148.96,2,69.123.115,50912827,"Gerber&amp;#174; Good Start Gentle Powder Infant Formula, Stage 1, 32.0 oz (Pack of 4)"
,IE,FALSE,targetcom,184.08,6,12.166.63,11133360,Neutrogena&amp;#174; Ageless Intensives&amp;#174; Anti-Wrinkle Deep Wrinkle Moisture Night Moisturizer- 1.4 Oz
,Safari,FALSE,targetcom,25.17,2,199.58.114,50652261,Blue Dog Bakery Super Stars Dog Treats 10oz.
,Chrome,FALSE,targetcom,55.98,2,24.126.97,50575417,Threshold&amp;trade; Aurora Rug
,Chrome,FALSE,targetcom,69.95,3,173.75.33,16977094,Cast Iron Dutch Oven - 6 qt - Threshold&amp;trade;
,Chrome,FALSE,targetcom,151.47,13,71.75.115,14009884,green sprouts&amp;#174; Wipe-off Bibs (3 pack) - Blue Whale
,Chrome,FALSE,targetcom,31.83,6,73.109.58,14413664,e.l.f. Brightening Eye Liner
,IE,FALSE,targetcom,36.99,1,161.249.189,15625892,Artland Oasis Beverage Server - Silver (1.5 Gallon)
,Chrome,FALSE,targetcom,100.7,10,5.71.163,14899970,Room Essentials&amp;trade; Circa 20 Piece Stainless Steel Flatware Set
,Chrome,FALSE,targetcom,203.98,2,98.116.16,15079695,2-Piece Square Outdoor Toss Pillow Set - Threshold&amp;trade;
,IE,FALSE,targetcom,95.28,4,65.111.73,17413873,Metallic Silver Fragrance Free 3x8 Pillar Candle
,Chrome,FALSE,targetcom,17.99,1,64.37.16,10430016,Wahl Rechargeable Beard Trimmer
,Chrome,FALSE,targetcom,51.87,13,73.42.223,14783255,"Gerber 2nd Foods, Sweet Potato and Turkey - 4oz 2pk"
,IE,FALSE,targetcom,314.77,18,67.1.103,16346922,Alien [35th Anniversary] [Blu-ray]
,IE,FALSE,targetcom,151.98,2,76.88.101,15213805,Crane Drop Ultrasonic Cool Mist Humidifier with 1.0 Gallon Capacity
,Firefox,FALSE,targetcom,62.68,2,76.94.128,13973154,Easy Care Sheet Set Solids - Room Essentials&amp;trade;
,IE,FALSE,targetcom,516.52,6,70.196.72,14517908,Basic Desk - Threshold&amp;trade;
,Firefox,FALSE,targetcom,22.88,2,76.88.140,50716394,TMNT Night Light Multicolored
,Safari,FALSE,targetcom,128.95,3,67.161.7,12849715,Enfagrow Older Toddler Vanilla Milk Drink Powder - 24 oz.
,Chrome,FALSE,targetcom,31.95,4,50.80.243,13931540,Aveeno&amp;#174; Pure Renewal Shampoo - 10.5 Oz
,Chrome,FALSE,targetcom,22.99,1,69.254.21,50693787,Garden Ankle Boot - Threshold&amp;trade;
,Chrome,FALSE,targetcom,134.89,2,67.197.2,14714009,Promotional Gift Card $25
,Chrome,FALSE,targetcom,19.99,1,73.185.169,21501297,Marvel Captain America: Civil War Iron Man Tech FX Mask
,Firefox,FALSE,targetcom,126.45,6,70.101.31,14896896,Baby Wipes Travel Pack Unscented 40 ct - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,38.48,3,50.25.89,50014042,Circo&amp;trade; Soft Fleece Embossed Baby Blanket - Grey Chevron
,Chrome,FALSE,targetcom,5.09,1,73.210.207,15118124,Pedialyte&amp;#174; Oral Electrolyte Solution - Strawberry 1 ltr
,Chrome,FALSE,targetcom,31.98,2,192.19.225,14637120,PUR 3-pack Ultimate Filter Replacements
,Mobile Safari,TRUE,targetcom,25,1,194.187.52,15360283,Happy Birthday Balloons Gift Card
,Chrome,FALSE,targetcom,41.76,4,24.220.27,12964705,Cottonelle Ultra Comfort Care Double Roll Toilet Paper
,Chrome,FALSE,targetcom,97.96,3,73.73.0,39600988,"Boon Stem Drying Rack Accessory, colors may vary"
,Safari,FALSE,targetcom,35.49,5,72.80.142,49132378,Pacifica Underarm Deodorant Wipes - 30 Ct
,Chrome,FALSE,targetcom,144.95,5,64.121.73,16600501,Free Clear Liquid Hand Wash Dish Soap - 24oz - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,26.02,4,107.204.152,11337371,
,Firefox,FALSE,targetcom,33.87,13,86.184.67,23974600,"Plastic Folders with Prongs, 9&amp;quot; x 11.75&amp;quot;, 2 Pocket - up &amp; up&amp;#174;"
,Chrome,FALSE,targetcom,87.47,3,98.124.120,13973173,Threshold&amp;trade; 300 Thread Count Ultra Soft Flat Sheet
,Chrome,FALSE,targetcom,17.99,1,99.92.90,14666586,Women Hipster Swim Bottom - Merona&amp;trade;
,Chrome,FALSE,targetcom,144.84,6,68.99.164,14292318,Room Essentials&amp;trade; Duvet Cover Set
,Safari,FALSE,targetcom,131.16,6,75.72.216,13660400,Solid Towels - Fieldcrest&amp;trade;
,Firefox,FALSE,targetcom,103.97,4,98.167.87,50283893,Gibson Select Knollview Embossed Ceramic Dinnerware 30-pc. Set - White
,Chrome,FALSE,targetcom,61.1,1,96.27.41,17410239,Play-Doh Star Wars Millennium Falcon Featuring Can-Heads Plus Glow Compound
,Safari,FALSE,targetcom,203.97,3,73.190.87,14546110,Bali Essentials&amp;#174; Light Filtering Cellular Cordless Window Shade
,Safari,FALSE,targetcom,18.97,2,96.2.198,15623732,Oven Mitt Gray - Threshold&amp;trade;
,Firefox,FALSE,targetcom,29.99,2,174.25.215,26399599,Toppik Hair Building Fibers Medium Brown 12G
,Other,FALSE,targetcom,60.87,9,70.163.53,14230066,Crest 3D White Arctic Fresh Icy Cool Mint Flavor Whitening Toothpaste - 4 oz
,Chrome,FALSE,targetcom,26.47,3,50.167.35,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,135.98,1,73.137.30,14105172,Soft Down Pillow - Fieldcrest&amp;trade;
,Firefox,FALSE,targetcom,12.59,1,172.75.148,14924206,Dreambaby Soft Potty Seat - Blue
,Firefox,FALSE,targetcom,13.99,1,70.176.32,50366088,1.5&amp;quot; Mattress Topper Comfy Foam - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,22.58,2,70.122.243,14714006,Promotional Gift Card $5
,Safari,FALSE,targetcom,89.99,6,68.99.109,13985350,"Sunbeam&amp;#174; Steam Master&amp;#174; Iron with Retractable Cord, Chrome &amp; Teal, GCSBSP-201-000"
,Chrome,FALSE,targetcom,42.23,3,98.88.53,50568583,Red First Aid Bag 2016 (Empty)
,Safari,FALSE,targetcom,349.99,1,74.105.94,17267653,Chicco NextFit Zip Convertible Car Seat
,Other,FALSE,targetcom,398.02,8,64.146.143,14546217,Carson 3 Shelf Bookcase - Threshold&amp;trade;
,Chrome,FALSE,targetcom,149.99,1,184.88.160,26390867,French Bull 28&amp;quot; Spinner Luggage - Large Vee
,Chrome,FALSE,targetcom,27.99,1,96.252.134,50441956,Threshold&amp;trade; Diamond Area Rug
,Mobile Safari,TRUE,targetcom,36.96,5,45.78.227,14714006,Promotional Gift Card $5
